Date,Scheme Name,Store Name,Item Name,Member Account Code,Invoice,Sales Qty,Sales Amt
7/11/2021,MEMBER,TIFFANY - TTP,SS MN RTTL BLUE HRT ER-60994862,60085085,000000P105000000160,1,10832000.00
7/11/2021,GOLD,TIFFANY - TTP,CLR BLK PSSPRT CVR GRNLEA-60927596,60073377,000000P105000000161,1,7402000.00
7/11/2021,GOLD,TIFFANY - TTP,SS BL MNRTTHRT 4MMBDBLTSM-27630146,60073377,000000P105000000161,1,6229000.00
7/12/2021,PLATINUM,TIFFANY - TTP,18W DI TURQ T WIRE RG 5 5-64028138,24003554,000000P105000000162,1,63184000.00
7/17/2021,PLATINUM,TIFFANY - TTP,SS BL MNRTT 2HRT PDT 16IN-27125107,60085086,000000P105000000163,1,5416000.00
7/17/2021,MEMBER,TIFFANY - TTP,SS BLMNRTTHRT4MMBD BLT XS-63686085,60085087,000000P105000000164,1,6229000.00
7/18/2021,MEMBER,TIFFANY - TTP,18R TFHARMONY 3MM RG4 5-33419252,60085088,000000P105000000165,1,27982000.00
7/18/2021,MEMBER,TIFFANY - TTP,18R TFHARMONY 3MM RG6-33419139,60085088,000000P105000000165,1,27982000.00
7/18/2021,MEMBER,TIFFANY - TTP,SS MN 1837 INTLK BLT ADJ-35505903,60085089,000000P105000000166,1,10832000.00
7/18/2021,MEMBER,TIFFANY - TTP,SS BL MNRTTHRT 4MMBDBLTSM-27630146,60085090,000000P105000000167,1,6229000.00
7/21/2021,PLATINUM,TIFFANY - TTP,SS HW GRAD LINK NL 18IN-38086898,60063583,000000P105000000168,1,67697000.00
7/21/2021,PLATINUM,TIFFANY - TTP,SS HW LINK ER-38087959,60063583,000000P105000000168,1,38813000.00
7/21/2021,PLATINUM,TIFFANY - TTP,SS HW MD 19MM WRAP BRACELET-61699309,60063583,000000P105000000168,1,48742000.00
9/15/2021,NEW,TIFFANY - TTP,SS BL MNRTT 2HRT PDT 16IN-27125107,60085091,000000P105000000169,1,5416000.00
9/15/2021,PLATINUM,TIFFANY - TTP,18RHLFDIT1NRWHNGBGLSM-68315751,60085092,000000P105000000170,1,285227000.00
9/24/2021,MEMBER,TIFFANY - TTP,SS OLVLF EAR CLIMBER ER-60702527,60085093,000000P105000000171,1,10832000.00
9/27/2021,MEMBER,TIFFANY - TTP,18R T SMILE SM PDT16 18-35189432,60085105,000000P105000000172,1,26176000.00
9/27/2021,MEMBER,TIFFANY - TTP,SS RD RTTMNHRT 4MMBDBLTSM-61941770,60085104,000000P105000000173,1,6229000.00
9/28/2021,MEMBER,TIFFANY - TTP,SS SM RTT HRT BLT SM-29668086,60085103,000000P105000000174,1,6229000.00
9/28/2021,GOLD,TIFFANY - TTP,18RDI TCO 4MM RG 7 5-33133162,60081050,000000P105000000175,1,43326000.00
9/28/2021,GOLD,TIFFANY - TTP,18RDI TCO 4MM RG 8-33133014,60081050,000000P105000000175,1,43326000.00
9/29/2021,PLATINUM,TIFFANY - TTP,18R T TWO DI PAVE NRW 6 5-36822325,24002596,000000P105000000176,1,143517000.00
9/29/2021,GOLD,TIFFANY - TTP,18Y DI T WIRE BLT MD-35065717,60085102,000000P105000000177,1,114633000.00
9/30/2021,MEMBER,TIFFANY - TTP,18R DI DBL LVG HRT ER-63062529,60085101,000000P105000000178,1,31592000.00
10/1/2021,GOLD,TIFFANY - TTP,18R DI TCO 3MM RG 5-27897886,60085100,000000P105000000180,1,37910000.00
10/1/2021,GOLD,TIFFANY - TTP,18RDI TCO 4MM RG 6 5-33132999,60085100,000000P105000000180,1,43326000.00
10/2/2021,MEMBER,TIFFANY - TTP,SS PK MNRT HRT 4MMBDBLTSM-30978838,60085099,000000P105000000181,1,6229000.00
10/2/2021,MEMBER,TIFFANY - TTP,PT DI RD SGLRW SLST PDT-60572852,60085098,000000P105000000182,1,59573000.00
10/2/2021,MEMBER,TIFFANY - TTP,SS 1837 NRW CUFF SM-31417767,MC0000000022,000000P105000000183,1,12096000.00
10/2/2021,MEMBER,TIFFANY - TTP,SS MAKERS CUFF MD-63526894,MC0000000022,000000P105000000183,1,13179000.00
10/4/2021,GOLD,TIFFANY - TTP,CLRBK FLAPCNT WLT GRNLEA-60883416,MA001928,000000P105000000184,1,16970000.00
10/5/2021,MEMBER,TIFFANY - TTP,SS MN RTT HRT 4MMBD BLTLG-24711781,MC0000000028,000000P105000000185,1,6229000.00
10/5/2021,PLATINUM,TIFFANY - TTP,PT DI PS TNZ 10X7SLST PDT-29137102,60085097,000000P105000000186,1,227460000.00
10/5/2021,PLATINUM,TIFFANY - TTP,PTDI RD BLSA 5MM SLST ER-31176409,60085097,000000P105000000186,1,225655000.00
10/6/2021,MEMBER,TIFFANY - TTP,18R T SMILE SM PDT16 18-35189432,60085096,000000P105000000187,1,26176000.00
10/6/2021,MEMBER,TIFFANY - TTP,SS RTT HRT KEY PDTADJ1618-36812613,60085094,000000P105000000188,1,11554000.00
10/6/2021,PLATINUM,TIFFANY - TTP,18R HLFDI T1 NRWRG5-67795318,60085095,000000P105000000189,1,48742000.00
10/6/2021,PLATINUM,TIFFANY - TTP,18R T TWO NRW RG 6 5-36820608,60085095,000000P105000000189,1,43326000.00
10/7/2021,PLATINUM,TIFFANY - TTP,18R NRW T WIRE RG 6-33418876,60066101,000000P105000000190,1,28884000.00
10/7/2021,PLATINUM,TIFFANY - TTP,18R T TWO MD RG 6 5-36509228,60066101,000000P105000000190,1,55060000.00
10/7/2021,MEMBER,TIFFANY - TTP,18Y MN LVG HEART BLT SM-34614563,MC0000000035,000000P105000000193,1,17240000.00
10/8/2021,MEMBER,TIFFANY - TTP,CLRBLK MN VIDEPOCHE PORS4-60570108,53000048,000000P105000000194,1,6680000.00
10/8/2021,MEMBER,TIFFANY - TTP,SS RD RTTMNHRT 4MMBDBLTMD-61941797,MC0000000038,000000P105000000195,1,6229000.00
10/8/2021,MEMBER,TIFFANY - TTP,SS PKMNRTTHRT 4MMBD BLTXS-63520543,MC0000000039,000000P105000000196,1,6229000.00
10/9/2021,MEMBER,TIFFANY - TTP,SS RTT HRT KEY PDTADJ1618-36812613,MC0000000040,000000P105000000197,1,11554000.00
10/9/2021,MEMBER,TIFFANY - TTP,SSMNRTTHRT4MMBDBLTXS-63686131,MC0000000040,000000P105000000197,1,6229000.00
10/9/2021,MEMBER,TIFFANY - TTP,SS MN RTTL BLUE HRT ER-60994862,60078527,000000P105000000198,1,10832000.00
10/9/2021,MEMBER,TIFFANY - TTP,18Y T SMILE SM PDT16 18-35189459,MC0000000048,000000P105000000199,1,26176000.00
10/10/2021,MEMBER,TIFFANY - TTP,SS HW MEDIUM LINK BLT SM-39991608,MC0000000059,000000P105000000200,1,22566000.00
10/10/2021,TEMP,TIFFANY - TTP,18R DI T SMILE SM BLT SM-36819588,PV000303,000000P105000000201,1,72210000.00
10/10/2021,TEMP,TIFFANY - TTP,18R DI T WIRE RG 5 5-35007903,PV000303,000000P105000000201,1,56865000.00
10/11/2021,PLATINUM,TIFFANY - TTP,18W DI T SMILE SM BLT SM-36819634,60090833,000000P105000000202,1,72210000.00
10/11/2021,PLATINUM,TIFFANY - TTP,18W DI T WIRE BLT SM-33450915,60090833,000000P105000000202,1,114633000.00
10/12/2021,MEMBER,TIFFANY - TTP,SS RTT HRT KEY PDTADJ1618-36812613,03001727,000000P105000000204,1,11554000.00
10/12/2021,MEMBER,TIFFANY - TTP,SSMNRTTHRT4MMBDBLTXS-63686131,03001727,000000P105000000204,1,6951000.00
10/12/2021,PLATINUM,TIFFANY - TTP,SS PKMNRTTHRT 4MMBD BLTXS-63520543,20000526,000000P105000000205,1,6951000.00
10/13/2021,PLATINUM,TIFFANY - TTP,18R ATLS X CLSD INTRLCKPDT161-67789237,13000508,000000P105000000206,1,51450000.00
10/13/2021,PLATINUM,TIFFANY - TTP,18R DI SM OPN CRCL PDT 16-60573204,13000508,000000P105000000206,1,100191000.00
10/13/2021,PLATINUM,TIFFANY - TTP,SS18Y MAKERS WDCHN BLT LG-63448966,13000508,000000P105000000207,1,29787000.00
10/13/2021,MEMBER,TIFFANY - TTP,18R ATLS X CLSD INTRLCKPDT161-67789237,MC0000000080,000000P105000000208,1,51450000.00
10/13/2021,PLATINUM,TIFFANY - TTP,SS MN RTT HRT4MM BD BLTSM-27631886,09000224,000000P105000000209,1,6951000.00
10/13/2021,PLATINUM,TIFFANY - TTP,SSMNRTTHRT4MMBDBLTXS-63686131,09000224,000000P105000000209,1,6951000.00
10/13/2021,PLATINUM,TIFFANY - TTP,18R DI T WIRE RG 4 5-35008071,60078468,000000P105000000210,1,56865000.00
10/13/2021,PLATINUM,TIFFANY - TTP,18WDIPV T TRUE NW RG 5-67456866,60078468,000000P105000000210,1,120951000.00
10/13/2021,PLATINUM,TIFFANY - TTP,18Y MOP T WIRE BLT SM-63958476,39000072,000000P105000000211,1,60476000.00
10/13/2021,PLATINUM,TIFFANY - TTP,SS HW MEDIUM LINK BLT LG-39991594,39000072,000000P105000000211,1,22566000.00
10/14/2021,PLATINUM,TIFFANY - TTP,SS18Y MAKERS CHAIN BLT MD-63526738,19000025,000000P105000000212,1,25274000.00
10/14/2021,PLATINUM,TIFFANY - TTP,SS18Y MAKERS WDCHN BLT MD-66875466,19000025,000000P105000000212,1,29787000.00
10/14/2021,MEMBER,TIFFANY - TTP,SS RD RTTMNHRT 4MMBDBLTSM-61941770,MC0000000092,000000P105000000213,1,6951000.00
10/14/2021,PLATINUM,TIFFANY - TTP,18R HW MEDIUM LINK BLT MD-38086847,22000031,000000P105000000214,1,109217000.00
10/14/2021,MEMBER,TIFFANY - TTP,SS RTT HEART BLT 7 5IN-21149799,MC0000000100,000000P105000000215,1,13179000.00
10/15/2021,PLATINUM,TIFFANY - TTP,18R DI T SQR WRAP RG 4 5-35606793,60062549,000000P105000000216,1,77626000.00
10/15/2021,PLATINUM,TIFFANY - TTP,18R T1 WD RG7 -67796527,60062549,000000P105000000216,1,60476000.00
10/15/2021,PLATINUM,TIFFANY - TTP,SS RTT MINI 2 HRT PDT16IN-22309307,27000944,000000P105000000217,1,6951000.00
10/15/2021,PLATINUM,TIFFANY - TTP,18R DI T WIRE BLT MD-33263538,60089865,000000P105000000218,1,114633000.00
10/15/2021,PLATINUM,TIFFANY - TTP,18R DI T WIRE RG 7-35007873,60089865,000000P105000000218,1,56865000.00
10/16/2021,MEMBER,TIFFANY - TTP,18R T TRUE WD RG 7-63064351,MC0000000115,000000P105000000219,1,48742000.00
10/16/2021,MEMBER,TIFFANY - TTP,18R ONYX T WIRE RG 6-64027492,MC0000000122,000000P105000000221,1,46034000.00
10/16/2021,MEMBER,TIFFANY - TTP,18Y T SMILE PDT LG 1618IN-33637179,MC0000000134,000000P105000000224,1,36105000.00
10/17/2021,MEMBER,TIFFANY - TTP,SS MN RTT HRT4MM BD BLTSM-27631886,MC0000000138,000000P105000000225,1,6951000.00
10/17/2021,MEMBER,TIFFANY - TTP,18Y T SMILE SM PDT16 18-35189459,MC0000000105,000000P105000000226,1,26176000.00
10/17/2021,PLATINUM,TIFFANY - TTP,18R DI WOVEN KEY MD-35725504,24002686,000000P105000000227,1,148030000.00
10/17/2021,PLATINUM,TIFFANY - TTP,18R PENDANT CHAIN 16IN-25508327,24002686,000000P105000000227,1,9388000.00
10/17/2021,PLATINUM,TIFFANY - TTP,18R DI MOP T WIRE BLT MD-64028626,60065296,000000P105000000229,1,92067000.00
10/17/2021,MEMBER,TIFFANY - TTP,SS MDRTT HRT TGKEYPDT18IN-30210492,MC0000000150,000000P105000000230,1,7763000.00
10/17/2021,GOLD,TIFFANY - TTP,18R DI MOP T WIRE BLT SM-64028596,MC0000000154,000000P105000000231,1,92067000.00
10/17/2021,PLATINUM,TIFFANY - TTP,18R DI MOP T WIRE BLT SM-64028596,08001361,000000P105000000232,1,92067000.00
10/17/2021,PLATINUM,TIFFANY - TTP,18R DI MD ROUND VIC KEY-37688304,MA001920,000000P105000000233,1,200381000.00
10/17/2021,GOLD,TIFFANY - TTP,18RDIONYX T TWO CLPDT1618-64026992,27000538,000000P105000000234,1,79431000.00
10/17/2021,GOLD,TIFFANY - TTP,18WDITURQ TTWOSMCLPDT1618-67467787,27000538,000000P105000000234,1,70405000.00
10/17/2021,PLATINUM,TIFFANY - TTP,18R T SQR BLT SMALL-33282354,22000426,000000P105000000235,1,160666000.00
10/17/2021,PLATINUM,TIFFANY - TTP,18RHALFDIT1WDHNGBGLMD-67792858,22000426,000000P105000000235,1,572260000.00
10/18/2021,PLATINUM,TIFFANY - TTP,PT DI LG HEART PDT 16IN-13006598,MC0000000166,000000P105000000236,1,330358000.00
10/18/2021,PLATINUM,TIFFANY - TTP,PT DI MINI HRT PDT-23511827,60084742,000000P105000000237,1,74015000.00
10/18/2021,PLATINUM,TIFFANY - TTP,PT RD DI 50 F VS1-69132944,MC0000000171,000000P105000000238,1,159764000.00
10/19/2021,MEMBER,TIFFANY - TTP,SS RD RTTMNHRT 4MMBDBLTSM-61941770,20000519,000000P105000000239,1,6951000.00
10/19/2021,MEMBER,TIFFANY - TTP,SSREDRTTMNHRT4MMBDBLTXS-63686174,MC0000000175,000000P105000000240,1,6951000.00
10/19/2021,GOLD,TIFFANY - TTP,18R MOP T WIRE BLT SM-63958328,60077796,000000P105000000241,1,60476000.00
10/19/2021,MEMBER,TIFFANY - TTP,18Y LVG HRT STUD ER MN-34595798,MC0000000185,000000P105000000242,1,21663000.00
10/19/2021,PLATINUM,TIFFANY - TTP,18RDI MOP TTWOSMCLPDT1618-67467582,MC0000000186,000000P105000000243,1,64989000.00
10/19/2021,PLATINUM,TIFFANY - TTP,SS HW MEDIUM LINK BLT MD-38086855,MC0000000186,000000P105000000243,1,22566000.00
10/19/2021,TEMP,TIFFANY - TTP,18W DI T WIRE BLT SM-33450915,18010607,000000P105000000244,1,114633000.00
10/20/2021,MEMBER,TIFFANY - TTP,SS RTT MINI 2 HRT PDT16IN-22309307,60081914,000000P105000000245,1,6951000.00
10/20/2021,GOLD,TIFFANY - TTP,18R OLVLF NRW BD RG 5-32080588,27001314,000000P105000000246,1,26176000.00
10/20/2021,MEMBER,TIFFANY - TTP,18R DI .03TW T SMILE MN PDT-63843385,MC0000000199,000000P105000000247,1,40618000.00
10/20/2021,PLATINUM,TIFFANY - TTP,18Y HW MD 19MM WRAP BLTMD-37932825,MC0000000186,000000P105000000248,1,256344000.00
10/20/2021,MEMBER,TIFFANY - TTP,SS HPKMNRTTHRT4MMBDBLTMD-63527564,MC0000000209,000000P105000000249,1,6951000.00
10/20/2021,PLATINUM,TIFFANY - TTP,18R DI T WIRE BLT MD-33263538,24003667,000000P105000000250,1,114633000.00
10/20/2021,PLATINUM,TIFFANY - TTP,SS PK MNRTTHRT4MMBDBLTMD-30978811,24003667,000000P105000000250,1,6951000.00
10/20/2021,PLATINUM,TIFFANY - TTP,18R T1 NRW HNGBGL SM-67794362,MC0000000207,000000P105000000251,1,103801000.00
10/20/2021,MEMBER,TIFFANY - TTP,PT DI MINI TF CIRCLET PDT-23954133,MC0000000212,000000P105000000252,1,50547000.00
10/21/2021,MEMBER,TIFFANY - TTP,18WDITURQ TTWOSMCLPDT1618-67467787,MC0000000217,000000P105000000253,1,70405000.00
10/21/2021,MEMBER,TIFFANY - TTP,18W T SMILE SM PDT16 18-35189424,MC0000000224,000000P105000000254,1,26176000.00
10/22/2021,GOLD,TIFFANY - TTP,SS RTT HEART BLT SM-37360201,60081187,000000P105000000255,1,13179000.00
10/22/2021,GOLD,TIFFANY - TTP,SS RTT MN HRT DGLRG 5 5-35243682,60081187,000000P105000000255,1,11554000.00
10/22/2021,PLATINUM,TIFFANY - TTP,18W DI T SMILE SM PDT-63058807,MA002648,000000P105000000256,1,68599000.00
10/23/2021,MEMBER,TIFFANY - TTP,18R DI .03TW T SMILE MN PDT-63843385,MC0000000237,000000P105000000257,1,40618000.00
10/23/2021,MEMBER,TIFFANY - TTP,18R T SMILE SM PDT16 18-35189432,MC0000000240,000000P105000000258,1,26176000.00
10/23/2021,PLATINUM,TIFFANY - TTP,SS MN RTT HRT 4MMBD BLTMD-23984024,08001224,000000P105000000259,1,6951000.00
10/23/2021,PLATINUM,TIFFANY - TTP,18R DI T WIRE RG 5-35008144,60084239,000000P105000000260,1,56865000.00
10/23/2021,PLATINUM,TIFFANY - TTP,SSBLSMRTTDBLHRTTAGPDT1618-37094692,05001353,000000P105000000261,1,10832000.00
10/23/2021,PLATINUM,TIFFANY - TTP,PT RD DI 1 09 F VS1-69031420,16000039,000000P105000000262,1,505466000.00
10/23/2021,MEMBER,TIFFANY - TTP,PT DI RD MN SGLRW SLST ER-60987459,21000564,000000P105000000263,1,74015000.00
10/23/2021,GOLD,TIFFANY - TTP,SS HPKMNRTTHRT4MMBDBLTMD-63527564,23000267,000000P105000000264,1,6951000.00
10/24/2021,MEMBER,TIFFANY - TTP,18R T SMILE SM PDT16 18-35189432,MC0000000265,000000P105000000269,1,26176000.00
10/24/2021,MEMBER,TIFFANY - TTP,SS MD RTT HRT TAGTGLBLTSM-32080251,MC0000000268,000000P105000000270,1,15435000.00
10/25/2021,PLATINUM,TIFFANY - TTP,18WDIPV T TRUE WD RG 5 5-67459962,19000068,000000P105000000272,1,178719000.00
10/25/2021,PLATINUM,TIFFANY - TTP,PT DI MD VIC PDT-25168224,60077685,000000P105000000273,1,171498000.00
10/25/2021,PLATINUM,TIFFANY - TTP,PT MN VIC DI ER-23954168,60077685,000000P105000000273,1,106509000.00
10/26/2021,MEMBER,TIFFANY - TTP,SSBLSMRTTDBLHRTTAGPDT1618-37094692,MC0000000281,000000P105000000274,1,10832000.00
10/26/2021,MEMBER,TIFFANY - TTP,SS MN RTT HRT4MM BD BLTSM-27631886,60091037,000000P105000000275,1,6951000.00
10/27/2021,PLATINUM,TIFFANY - TTP,18R DI MN TFCRCLT PDT-61691774,09000109,000000P105000000276,1,50547000.00
10/28/2021,MEMBER,TIFFANY - TTP,SS BL RTT HRT TAG BLT MD-28751192,MC0000000300,000000P105000000278,1,14262000.00
10/28/2021,MEMBER,TIFFANY - TTP,SS MDRTT HRT TGKEYPDT18IN-30210492,MC0000000306,000000P105000000279,1,7763000.00
10/28/2021,PLATINUM,TIFFANY - TTP,PT RD DI 95 F VS1-69085105,60067426,000000P105000000280,1,384515000.00
10/28/2021,MEMBER,TIFFANY - TTP,SS MN RTT HRT 4MMBD BLTMD-23984024,MC0000000306,000000P105000000281,1,6951000.00
10/28/2021,MEMBER,TIFFANY - TTP,SS MN RTT HRT 4MMBD BLTMD-23984024,MC0000000315,000000P105000000282,1,6951000.00
10/28/2021,MEMBER,TIFFANY - TTP,18R T TWO MD RG 10-36509171,MC0000000319,000000P105000000283,1,55060000.00
10/28/2021,PLATINUM,TIFFANY - TTP,PT TRU DI 79 F VVS2-68522021,60067370,000000P105000000284,1,265370000.00
10/29/2021,PLATINUM,TIFFANY - TTP,18W DI TURQ T WIRE RG 6 5-64028170,24001936,000000P105000000285,1,63184000.00
10/29/2021,GOLD,TIFFANY - TTP,PT DI TCO 3MM RG 5 5-23776316,MC0000000343,000000P105000000286,1,46937000.00
10/29/2021,GOLD,TIFFANY - TTP,PT DI TCO 3MM RG 7-23776359,MC0000000343,000000P105000000286,1,46937000.00
10/29/2021,PLATINUM,TIFFANY - TTP,18W DI T WIRE RG 6 5-33279302,24001936,000000P105000000287,1,56865000.00
10/29/2021,PLATINUM,TIFFANY - TTP,18W DI TURQ T WIRE RG 6 5-64028170,24001936,000000P105000000289,-1,-63184000.00
10/30/2021,PLATINUM,TIFFANY - TTP,18R DI MN VICTORIA KEY-62867019,24001124,000000P105000000290,1,68599000.00
10/30/2021,PLATINUM,TIFFANY - TTP,18R PENDANT CHAIN 18IN-25508335,24001124,000000P105000000290,1,9388000.00
10/30/2021,GOLD,TIFFANY - TTP,18W DI TURQ T WIRE BLT MD-64029037,60079105,000000P105000000291,1,97483000.00
10/30/2021,GOLD,TIFFANY - TTP,18R T TWO MD RG 8-36509368,08001406,000000P105000000292,1,55060000.00
10/30/2021,GOLD,TIFFANY - TTP,18R T TWO NRW RG 6-36820551,08001406,000000P105000000292,1,43326000.00
10/31/2021,MEMBER,TIFFANY - TTP,SS 1837 NRRW CUFF LG-22992449,MA003074,000000P105000000293,1,12096000.00
10/31/2021,MEMBER,TIFFANY - TTP,18R DI DBL LVGHRT MN PDT-63058262,MC0000000365,000000P105000000294,1,24371000.00
10/31/2021,PLATINUM,TIFFANY - TTP,18WDIPV T TRUE WD RG 4 5-67459911,MC0000000369,000000P105000000295,1,178719000.00
10/31/2021,PLATINUM,TIFFANY - TTP,18RDIPKOP T TWO CLPDT1618-64027115,60081038,000000P105000000296,1,82139000.00
10/31/2021,PLATINUM,TIFFANY - TTP,18R DI MOP T WIRE BLT MD-64028626,06000114,000000P105000000297,1,92067000.00
10/31/2021,PLATINUM,TIFFANY - TTP,18R DI MOP T WIRE RG 6 5-64027956,06000114,000000P105000000297,1,56865000.00
10/31/2021,PLATINUM,TIFFANY - TTP,SS MAKERS SQR PDT24IN-63448532,60081958,000000P105000000298,1,12366000.00
10/31/2021,PLATINUM,TIFFANY - TTP,18R FULL DI T1 WD 6 5-68169836,20001306,000000P105000000299,1,164277000.00
10/31/2021,PLATINUM,TIFFANY - TTP,18R T1 NRW RG5 5-67797361,20001306,000000P105000000299,1,28884000.00
11/2/2021,MEMBER,TIFFANY - TTP,SS RTT MD HRT TAG PDT18IN-30971655,MC0000000396,000000P105000000300,1,6951000.00
11/2/2021,PLATINUM,TIFFANY - TTP,SS MN RTTL BLHRTBD BLT SM-61002421,60078232,000000P105000000301,1,8485000.00
11/3/2021,MEMBER,TIFFANY - TTP,18Y PENDANT CHAIN 18IN-21921386,MC0000000412,000000P105000000302,1,9388000.00
11/3/2021,GOLD,TIFFANY - TTP,18R DI MOP T WIRE RG 5 5-64027905,60077273,000000P105000000303,1,56865000.00
11/4/2021,MEMBER,TIFFANY - TTP,SS 1837 NRW BASC RG 5-22993755,MC0000000421,000000P105000000304,1,6951000.00
11/6/2021,MEMBER,TIFFANY - TTP,18R DI MOP T WIRE RG 4 5-64027867,60082027,000000P105000000307,1,56865000.00
11/6/2021,GOLD,TIFFANY - TTP,18W DI T WIRE RG 5-33279337,MC0000000461,000000P105000000308,1,56865000.00
11/6/2021,GOLD,TIFFANY - TTP,18W T SQR RG 7-33264216,MC0000000461,000000P105000000308,1,48742000.00
11/6/2021,PLATINUM,TIFFANY - TTP,18R DI PV T TRUE .23TW NW RG 6.5-63961817,60073128,000000P105000000309,1,120951000.00
11/6/2021,PLATINUM,TIFFANY - TTP,18R T TRUE WD RG 7 5-63064386,60073128,000000P105000000309,1,48742000.00
11/6/2021,MEMBER,TIFFANY - TTP,SS MAKERS MD SLICE RG9-63450421,MC0000000477,000000P105000000310,1,11554000.00
11/6/2021,PLATINUM,TIFFANY - TTP,18R HLFDI T1 NRWRG5-67795318,60062750,000000P105000000311,1,48742000.00
11/6/2021,PLATINUM,TIFFANY - TTP,18R T TRUE NRW RG 7 5-63065307,60062750,000000P105000000311,1,28884000.00
11/6/2021,PLATINUM,TIFFANY - TTP,18Y T SMILE SM PDT16 18-35189459,60062750,000000P105000000311,1,26176000.00
11/6/2021,BOD,TIFFANY - TTP,18Y CUDI2 24FV VVS2-63727164,99000004,000000P105000000312,1,1610268800.00
11/10/2021,MEMBER,TIFFANY - TTP,SSREDRTTMNHRT4MMBDBLTXS-63686174,MC0000000532,000000P105000000313,1,6951000.00
11/10/2021,GOLD,TIFFANY - TTP,SS MN RTT HRT 4MMBD BLTMD-23984024,60064281,000000P105000000314,1,6951000.00
11/10/2021,MEMBER,TIFFANY - TTP,SS18RRTTLADYBUGCHNBLTXSSM-67071492,23000103,000000P105000000315,1,14713000.00
11/11/2021,MEMBER,TIFFANY - TTP,18R T SMILE SM PDT16 18-35189432,MC0000000547,000000P105000000316,1,26176000.00
11/11/2021,MEMBER,TIFFANY - TTP,18R DI LVGHRT WIRE BLT MD-60963703,40000256,000000P105000000317,1,46937000.00
11/12/2021,MEMBER,TIFFANY - TTP,18R T SMILE SM PDT16 18-35189432,MC0000000574,000000P105000000318,1,26176000.00
11/12/2021,MEMBER,TIFFANY - TTP,18R T SMILE SM PDT16 18-35189432,MC0000000574,000000P105000000321,-1,-26176000.00
11/12/2021,MEMBER,TIFFANY - TTP,18R T SMILE SM PDT16 18-35189432,MC0000000574,000000P105000000322,1,26176000.00
11/12/2021,MEMBER,TIFFANY - TTP,18R DI MOP T WIRE RG 7-64027972,MC0000000577,000000P105000000323,1,56865000.00
11/12/2021,PLATINUM,TIFFANY - TTP,18R ATLAS X CLOSED LG HOOP ER-67786130,20002141,000000P105000000324,1,83041000.00
11/13/2021,MEMBER,TIFFANY - TTP,SSBLSMRTTDBLHRTTAGPDT1618-37094692,MC0000000597,000000P105000000325,1,10832000.00
11/13/2021,PLATINUM,TIFFANY - TTP,18R T TWO DI NRW RG 6-36821329,MC0000000603,000000P105000000326,1,86652000.00
11/13/2021,PLATINUM,TIFFANY - TTP,18RDIPV T TRUE NW RG 4 5-67456386,MC0000000603,000000P105000000326,1,120951000.00
11/13/2021,GOLD,TIFFANY - TTP,18R HLFDI T1 NRWRG6-67795350,MC0000000602,000000P105000000327,1,48742000.00
11/13/2021,PLATINUM,TIFFANY - TTP,18R DI T WIRE BLT SM-35093338,38000041,000000P105000000328,1,114633000.00
11/13/2021,PLATINUM,TIFFANY - TTP,18R DI T WIRE RG 5-35008144,38000041,000000P105000000328,1,56865000.00
11/14/2021,MEMBER,TIFFANY - TTP,SS18Y MAKERS CHAIN BLT SM-63448877,MC0000000637,000000P105000000329,1,25274000.00
11/14/2021,GOLD,TIFFANY - TTP,18RDI T TRUE LINK RG 5-63064734,MC0000000643,000000P105000000330,1,40618000.00
11/14/2021,GOLD,TIFFANY - TTP,18RDI T TRUE LINK RG 7-63064815,MC0000000643,000000P105000000330,1,40618000.00
11/14/2021,GOLD,TIFFANY - TTP,PT DI RD AQ 6MM SLST PDT-32814867,MC0000000654,000000P105000000331,1,97483000.00
11/15/2021,PLATINUM,TIFFANY - TTP,18Y DI 13 CROWN KEY-25524942,60063589,000000P105000000332,1,92067000.00
11/15/2021,PLATINUM,TIFFANY - TTP,18Y DI MN FLEURDELIS KEY-62866934,60063589,000000P105000000332,1,63184000.00
11/15/2021,PLATINUM,TIFFANY - TTP,18Y PENDANT CHAIN 18IN-21921386,60063589,000000P105000000332,1,9388000.00
11/15/2021,PLATINUM,TIFFANY - TTP,PT DI WOVEN KEY LG-35725636,60063589,000000P105000000332,1,250928000.00
11/16/2021,NEW,TIFFANY - TTP,SS BL MN RTT 2HRT PDT 18-30210417,60075010,000000P105000000333,1,6951000.00
11/16/2021,PLATINUM,TIFFANY - TTP,PT18Y LYNN DI 28TW ER STD-10907152,39000072,000000P105000000334,1,106509000.00
11/17/2021,PLATINUM,TIFFANY - TTP,18RHLFDIT1NRWHNGBGLMD-68315786,20001306,000000P105000000336,1,285227000.00
11/19/2021,GOLD,TIFFANY - TTP,18R DI T WIRE BLT SM-35093338,MC0000000740,000000P105000000339,1,114633000.00
11/19/2021,MEMBER,TIFFANY - TTP,18Y TURQ T WIRE BLT SM-64028855,MC0000000745,000000P105000000340,1,65892000.00
11/19/2021,MEMBER,TIFFANY - TTP,18R DI T SMILE SM PDT-63058823,MC0000000751,000000P105000000341,1,68599000.00
11/20/2021,GOLD,TIFFANY - TTP,18Y T SMILE SM PDT16 18-35189459,MC0000000771,000000P105000000342,1,26176000.00
11/20/2021,GOLD,TIFFANY - TTP,18Y TURQ T WIRE BLT MD-64028871,MC0000000771,000000P105000000342,1,65892000.00
