"customerid","recency","frequency","monetary","rfm"
"867840",48,0.49,0,"341"
"571399",32,0.42,0,"341"
"550911",32,0.41,0,"341"
"282119",32,0.32,0,"341"
"306300",32,0.33,0,"341"
"355108",32,0.35,0,"341"
"401872",32,0.36,0,"341"
"411239",11,0.37,0,"441"
"434512",32,0.37,0,"341"
"1037486",63,0.27,0,"241"
"959957",6,0.26,0,"441"
"939081",9,0.26,0,"441"
"1008506",5,0.27,0,"441"
"1008306",13,0.27,0,"441"
"1001840",16,0.27,0,"441"
"1003380",32,0.27,0,"341"
"995756",93,0.27,0,"141"
"997336",63,0.27,0,"241"
"999890",63,0.27,0,"241"
"1024192",70,0.27,0,"241"
"1041412",77,0.27,0,"241"
"993713",78,0.27,0,"241"
"1001598",63,0.27,0,"241"
"1039378",93,0.27,0,"141"
"214484",32,0.31,0,"341"
"235758",32,0.31,0,"341"
"267349",32,0.32,0,"341"
"1044142",32,0.27,0,"341"
"1018452",38,0.27,0,"341"
"1000113",42,0.27,0,"341"
"1036806",46,0.27,0,"341"
"1022078",46,0.27,0,"341"
"1040767",48,0.27,0,"341"
"1028296",93,0.27,0,"141"
"975741",63,0.26,0,"241"
"938232",92,0.26,0,"241"
"927012",63,0.26,0,"241"
"937922",63,0.26,0,"241"
"982647",93,0.26,0,"141"
"916721",5,0.25,0,"431"
"869319",6,0.25,0,"431"
"854237",14,0.25,0,"431"
"882787",14,0.25,0,"431"
"875051",16,0.25,0,"431"
"913641",17,0.25,0,"431"
"890211",28,0.25,0,"431"
"985668",32,0.26,0,"341"
"970282",32,0.26,0,"341"
"970319",32,0.26,0,"341"
"977176",32,0.26,0,"341"
"855918",32,0.25,0,"331"
"928867",93,0.26,0,"141"
"953706",46,0.26,0,"341"
"955359",48,0.26,0,"341"
"282126",32,0.16,0,"311"
"282130",32,0.16,0,"311"
"282148",32,0.16,0,"311"
"243749",93,0.16,0,"111"
"250050",93,0.16,0,"111"
"264007",93,0.16,0,"111"
"264832",93,0.16,0,"111"
"264895",93,0.16,0,"111"
"264933",93,0.16,0,"111"
"302512",93,0.16,0,"111"
"302516",93,0.16,0,"111"
"302521",93,0.16,0,"111"
"302523",93,0.16,0,"111"
"156041",93,0.15,0,"111"
"180263",93,0.15,0,"111"
"232725",93,0.15,0,"111"
"232735",93,0.15,0,"111"
"199985",42,0.15,0,"311"
"231425",46,0.15,0,"311"
"170846",47,0.15,0,"311"
"256688",36,0.16,0,"311"
"268216",47,0.16,0,"311"
"240780",47,0.16,0,"311"
"271913",48,0.16,0,"311"
"234608",48,0.16,0,"311"
"276053",53,0.16,0,"311"
"237946",6,0.16,0,"411"
"275712",8,0.16,0,"411"
"260394",16,0.16,0,"411"
"294887",16,0.16,0,"411"
"277744",16,0.16,0,"411"
"255630",17,0.16,0,"411"
"125201",93,0.14,0,"111"
"142118",40,0.14,0,"311"
"75284",32,0.14,0,"311"
"188058",32,0.15,0,"311"
"189796",32,0.15,0,"311"
"202868",32,0.15,0,"311"
"214476",32,0.15,0,"311"
"180255",32,0.15,0,"311"
"180274",32,0.15,0,"311"
"211881",3,0.15,0,"411"
"190670",5,0.15,0,"411"
"214315",13,0.15,0,"411"
"167518",14,0.15,0,"411"
"184355",21,0.15,0,"411"
"195143",93,0.15,0,"111"
"206944",93,0.15,0,"111"
"209608",93,0.15,0,"111"
"209658",93,0.15,0,"111"
"214041",93,0.15,0,"111"
"214446",93,0.15,0,"111"
"214486",93,0.15,0,"111"
"282131",63,0.16,0,"211"
"284476",63,0.16,0,"211"
"278648",93,0.16,0,"111"
"279367",93,0.16,0,"111"
"302488",32,0.16,0,"311"
"302503",32,0.16,0,"311"
"269709",32,0.16,0,"311"
"232722",63,0.15,0,"211"
"178884",68,0.15,0,"211"
"180279",63,0.15,0,"211"
"180314",63,0.15,0,"211"
"188064",63,0.15,0,"211"
"189954",63,0.15,0,"211"
"191389",63,0.15,0,"211"
"214067",63,0.15,0,"211"
"232919",32,0.15,0,"311"
"188049",32,0.15,0,"311"
"265013",32,0.16,0,"311"
"298720",68,0.16,0,"211"
"281215",81,0.16,0,"211"
"302478",63,0.16,0,"211"
"255416",63,0.16,0,"211"
"259836",63,0.16,0,"211"
"619667",93,0.22,0,"121"
"620303",93,0.22,0,"121"
"616285",93,0.21,0,"121"
"644007",75,0.22,0,"221"
"669747",63,0.22,0,"221"
"613053",32,0.21,0,"321"
"616384",32,0.21,0,"321"
"564649",12,0.21,0,"421"
"577611",15,0.21,0,"421"
"615406",17,0.21,0,"421"
"567396",17,0.21,0,"421"
"567854",29,0.21,0,"421"
"551078",63,0.21,0,"221"
"592244",93,0.21,0,"121"
"605477",93,0.21,0,"121"
"549751",93,0.21,0,"121"
"685007",93,0.22,0,"121"
"672286",93,0.22,0,"121"
"679031",32,0.22,0,"321"
"616959",63,0.21,0,"221"
"571469",63,0.21,0,"221"
"595886",43,0.21,0,"321"
"609045",45,0.21,0,"321"
"550139",48,0.21,0,"321"
"676861",63,0.22,0,"221"
"651466",5,0.22,0,"421"
"686607",9,0.22,0,"421"
"682683",17,0.22,0,"421"
"679723",21,0.22,0,"421"
"690275",26,0.22,0,"421"
"619586",32,0.22,0,"321"
"620930",32,0.22,0,"321"
"544968",63,0.20,0,"221"
"534669",16,0.20,0,"421"
"515262",17,0.20,0,"421"
"529033",32,0.20,0,"321"
"541355",32,0.20,0,"321"
"544935",32,0.20,0,"321"
"568652",32,0.21,0,"321"
"428776",63,0.19,0,"221"
"434517",63,0.19,0,"221"
"442463",93,0.19,0,"121"
"446447",93,0.19,0,"121"
"471369",93,0.19,0,"121"
"525549",68,0.20,0,"221"
"545443",75,0.20,0,"221"
"504776",32,0.20,0,"321"
"514997",32,0.20,0,"321"
"531944",45,0.20,0,"321"
"521682",32,0.20,0,"321"
"434502",32,0.19,0,"321"
"434509",32,0.19,0,"321"
"438071",32,0.19,0,"321"
"426722",32,0.19,0,"321"
"453386",32,0.19,0,"321"
"462970",32,0.19,0,"321"
"433326",40,0.19,0,"321"
"448375",47,0.19,0,"321"
"481333",50,0.19,0,"321"
"441311",58,0.19,0,"321"
"433395",60,0.19,0,"321"
"475951",32,0.19,0,"321"
"475441",2,0.19,0,"421"
"457335",6,0.19,0,"421"
"478277",6,0.19,0,"421"
"454916",9,0.19,0,"421"
"432953",12,0.19,0,"421"
"458649",13,0.19,0,"421"
"471549",15,0.19,0,"421"
"481345",64,0.19,0,"221"
"433939",78,0.19,0,"221"
"433764",86,0.19,0,"221"
"516857",93,0.20,0,"121"
"520757",93,0.20,0,"121"
"520957",93,0.20,0,"121"
"529009",93,0.20,0,"121"
"533931",93,0.20,0,"121"
"534931",93,0.20,0,"121"
"538740",93,0.20,0,"121"
"909670",69,0.25,0,"231"
"912349",76,0.25,0,"231"
"919617",78,0.25,0,"231"
"870797",82,0.25,0,"231"
"850060",44,0.24,0,"331"
"839005",52,0.24,0,"331"
"847119",2,0.24,0,"431"
"847826",4,0.24,0,"431"
"782537",6,0.24,0,"431"
"819089",15,0.24,0,"431"
"808246",17,0.24,0,"431"
"781640",93,0.24,0,"131"
"784855",93,0.24,0,"131"
"779898",63,0.24,0,"231"
"841612",77,0.24,0,"231"
"904404",45,0.25,0,"331"
"857023",48,0.25,0,"331"
"889877",52,0.25,0,"331"
"903844",54,0.25,0,"331"
"806663",93,0.24,0,"131"
"878425",63,0.25,0,"231"
"402172",6,0.18,0,"411"
"370386",15,0.18,0,"411"
"356482",17,0.18,0,"411"
"385170",17,0.18,0,"411"
"403217",21,0.18,0,"411"
"355181",32,0.18,0,"311"
"358161",32,0.18,0,"311"
"426768",93,0.19,0,"121"
"409748",93,0.18,0,"111"
"409928",93,0.18,0,"111"
"395465",35,0.18,0,"311"
"321736",93,0.17,0,"111"
"323384",93,0.17,0,"111"
"331286",93,0.17,0,"111"
"334776",93,0.17,0,"111"
"334808",93,0.17,0,"111"
"345324",93,0.17,0,"111"
"345342",93,0.17,0,"111"
"345345",93,0.17,0,"111"
"347709",93,0.17,0,"111"
"337434",77,0.17,0,"211"
"319336",35,0.17,0,"311"
"319558",43,0.17,0,"311"
"354017",63,0.17,0,"211"
"316506",63,0.17,0,"211"
"321795",63,0.17,0,"211"
"323400",63,0.17,0,"211"
"324803",63,0.17,0,"211"
"354297",93,0.17,0,"111"
"354371",93,0.17,0,"111"
"355110",93,0.18,0,"111"
"355616",93,0.18,0,"111"
"357923",93,0.18,0,"111"
"358100",63,0.18,0,"211"
"351207",48,0.17,0,"311"
"345314",32,0.17,0,"311"
"354230",32,0.17,0,"311"
"324645",5,0.17,0,"411"
"304718",15,0.17,0,"411"
"318319",17,0.17,0,"411"
"308992",21,0.17,0,"411"
"321726",32,0.17,0,"311"
"331279",32,0.17,0,"311"
"335876",63,0.17,0,"211"
"345250",63,0.17,0,"211"
"345301",63,0.17,0,"211"
"396900",32,0.18,0,"311"
"398747",32,0.18,0,"311"
"403044",32,0.18,0,"311"
"376781",64,0.18,0,"211"
"378001",63,0.18,0,"211"
"380855",63,0.18,0,"211"
"810816",32,0.24,0,"331"
"756940",6,0.23,0,"431"
"765319",7,0.23,0,"431"
"755047",13,0.23,0,"431"
"749583",15,0.23,0,"431"
"728658",15,0.23,0,"431"
"711163",18,0.23,0,"431"
"700666",30,0.23,0,"431"
"758141",63,0.23,0,"231"
"657466",93,0.22,0,"121"
"625497",63,0.22,0,"221"
"643466",63,0.22,0,"221"
"655588",63,0.22,0,"221"
"829474",32,0.24,0,"331"
"656881",63,0.22,0,"221"
"708108",45,0.23,0,"331"
"763234",47,0.23,0,"331"
"752234",47,0.23,0,"331"
"704392",93,0.23,0,"131"
"724232",93,0.23,0,"131"
"698808",63,0.23,0,"231"
"751451",76,0.23,0,"231"
"754837",77,0.23,0,"231"
"768909",77,0.23,0,"231"
"706601",78,0.23,0,"231"
"709029",78,0.23,0,"231"
"954617",70,0.52,87,"241"
"245929",2,0.16,379,"411"
"321377",2,0.17,382,"411"
"402006",63,0.18,412,"211"
"286639",2,0.16,417,"411"
"227237",32,0.15,423,"311"
"287432",63,0.16,443,"211"
"252541",63,0.16,483,"211"
"546235",32,0.21,496,"321"
"400712",32,0.18,499,"311"
"412639",49,0.18,505,"311"
"693265",33,0.22,508,"321"
"701781",2,0.23,511,"431"
"592338",32,0.21,512,"321"
"226990",32,0.15,523,"311"
"638525",2,0.22,526,"421"
"769164",33,0.23,530,"331"
"774224",3,0.24,532,"431"
"822199",33,0.24,544,"331"
"843730",2,0.24,551,"431"
"394962",3,0.18,555,"411"
"743504",63,0.23,560,"231"
"585772",93,0.21,562,"121"
"1046584",67,0.27,638,"241"
"1008839",33,0.27,649,"341"
"492924",63,0.20,666,"221"
"648919",93,0.22,691,"121"
"651792",93,0.22,692,"121"
"566415",9,0.21,705,"421"
"370380",32,0.18,715,"311"
"868254",81,0.25,742,"231"
"284055",93,0.16,753,"111"
"632033",93,0.22,759,"121"
"842967",33,0.24,780,"331"
"768236",32,0.23,795,"331"
"967775",32,0.26,802,"341"
"244487",32,0.16,858,"311"
"782627",32,0.24,954,"331"
"161273",32,0.29,963,"341"
"700378",3,0.23,1020,"431"
"730584",3,0.23,1038,"431"
"229504",35,0.15,1047,"311"
"588410",93,0.21,1055,"121"
"769488",3,0.23,1061,"431"
"256556",4,0.16,1071,"411"
"258575",4,0.16,1073,"411"
"820131",34,0.24,1087,"331"
"644325",65,0.22,1090,"221"
"688596",93,0.22,1121,"121"
"401014",32,0.18,1175,"311"
"673343",65,0.22,1183,"221"
"974768",34,0.26,1187,"341"
"1020312",34,0.27,1219,"341"
"718334",32,0.23,1252,"331"
"509087",93,0.20,1260,"121"
"348456",32,0.17,1263,"311"
"302358",4,0.16,1276,"411"
"408119",66,0.18,1283,"211"
"1006762",34,0.27,1296,"341"
"424973",93,0.19,1302,"121"
"754453",93,0.23,1321,"131"
"636843",32,0.22,1332,"321"
"657986",32,0.22,1343,"321"
"505061",35,0.20,1344,"321"
"464692",66,0.19,1345,"221"
"680347",32,0.22,1367,"321"
"337844",69,0.17,1380,"211"
"706988",32,0.23,1389,"331"
"514925",66,0.20,1401,"221"
"568879",4,0.21,1411,"421"
"242261",5,0.16,1411,"411"
"785654",83,0.24,1420,"231"
"181027",40,0.15,1492,"311"
"182096",66,0.15,1493,"211"
"853701",32,0.25,1503,"331"
"314909",5,0.17,1517,"411"
"745578",35,0.23,1571,"331"
"267348",93,0.16,1594,"111"
"269746",44,0.16,1597,"311"
"271087",46,0.32,1598,"341"
"293981",21,0.49,1629,"441"
"697029",4,0.23,1636,"431"
"308657",32,0.17,1690,"311"
"336824",45,0.17,1723,"311"
"448504",4,0.19,1743,"421"
"399498",93,0.18,1819,"111"
"399528",32,0.18,1819,"311"
"508630",32,0.20,1830,"321"
"1031927",35,0.27,1840,"341"
"415134",16,0.18,1844,"411"
"511384",67,0.20,1862,"221"
"434508",93,0.19,1875,"121"
"192192",93,0.15,1879,"111"
"1018998",93,0.27,1888,"141"
"346637",63,0.17,1905,"211"
"551794",67,0.21,1923,"221"
"796066",63,0.24,1956,"231"
"487590",46,0.20,1957,"321"
"1037119",4,0.27,1977,"441"
"504888",32,0.20,1984,"321"
"504748",93,0.20,1984,"121"
"373562",37,0.18,2005,"311"
"169916",32,0.15,2005,"311"
"536027",93,0.20,2035,"121"
"193285",7,0.15,2038,"411"
"395073",6,0.18,2045,"411"
"708009",36,0.23,2049,"331"
"596205",32,0.21,2052,"321"
"549716",32,0.21,2056,"321"
"549902",32,0.21,2056,"321"
"438905",32,0.19,2064,"321"
"1019315",87,0.27,2068,"241"
"907965",63,0.25,2078,"231"
"233426",38,0.16,2101,"311"
"395671",93,0.18,2115,"111"
"599126",76,0.21,2126,"221"
"640493",63,0.22,2177,"221"
"264811",63,0.16,2180,"211"
"830696",35,0.24,2227,"331"
"868096",5,0.25,2234,"431"
"524216",37,0.20,2277,"321"
"730927",76,0.23,2298,"231"
"804674",32,0.24,2310,"331"
"816141",32,0.24,2324,"331"
"738761",63,0.23,2347,"231"
"990990",36,0.27,2398,"341"
"842131",42,0.73,2438,"341"
"846083",77,0.24,2443,"231"
"213570",32,0.15,2453,"311"
"853879",15,0.25,2453,"431"
"862460",38,0.25,2465,"331"
"924867",63,0.25,2467,"231"
"865637",16,0.74,2470,"441"
"958358",93,0.26,2471,"141"
"203008",63,0.15,2490,"211"
"292273",7,0.16,2516,"411"
"573908",63,0.21,2529,"221"
"432313",63,0.19,2533,"221"
"435006",63,0.19,2541,"221"
"400135",93,0.18,2547,"111"
"404658",69,0.18,2558,"211"
"405406",69,0.18,2560,"211"
"935518",93,0.26,2565,"141"
"1035367",32,0.27,2570,"341"
"940300",15,0.26,2572,"441"
"941126",77,0.26,2574,"241"
"770274",32,0.23,2576,"331"
"379749",63,0.18,2587,"211"
"101210",32,0.14,2592,"311"
"1010304",32,0.27,2597,"341"
"1044642",4,0.27,2620,"441"
"226877",93,0.15,2623,"111"
"161228",8,0.15,2656,"411"
"319660",39,0.17,2672,"311"
"496656",7,0.20,2672,"421"
"784030",37,0.24,2672,"331"
"414317",63,0.18,2675,"211"
"1006675",16,0.27,2678,"441"
"1006702",48,0.27,2678,"341"
"133210",71,0.14,2690,"211"
"498035",63,0.20,2706,"221"
"1028613",50,0.54,2712,"341"
"876346",63,0.25,2723,"231"
"356671",8,0.18,2771,"411"
"324617",70,0.17,2777,"211"
"392854",14,0.18,2799,"411"
"373200",8,0.18,2808,"411"
"449911",74,0.19,2849,"221"
"588771",63,0.21,2860,"221"
"1043706",87,0.27,2866,"241"
"438685",32,0.19,2883,"321"
"563387",69,0.21,2905,"221"
"379758",70,0.18,2911,"211"
"829185",63,0.24,2928,"231"
"831968",32,0.24,2932,"331"
"381481",63,0.18,2935,"211"
"900904",68,0.25,2937,"231"
"465307",63,0.19,2947,"221"
"803822",93,0.24,2982,"131"
"187056",63,0.15,2998,"211"
"311466",32,0.17,3019,"311"
"569326",63,0.21,3026,"221"
"894754",32,0.25,3035,"331"
"588208",46,0.21,3063,"321"
"593588",7,0.21,3073,"421"
"481568",93,0.19,3084,"121"
"257948",93,0.16,3139,"111"
"761439",27,0.23,3168,"431"
"279810",93,0.16,3189,"111"
"484545",70,0.20,3190,"221"
"774375",38,0.24,3191,"331"
"986296",32,0.26,3202,"341"
"448990",32,0.19,3213,"321"
"384500",9,0.18,3242,"411"
"272138",63,0.16,3249,"211"
"998200",32,0.27,3266,"341"
"395630",63,0.18,3276,"211"
"322827",9,0.17,3284,"411"
"1039452",32,0.27,3298,"341"
"206554",63,0.15,3300,"211"
"852951",32,0.25,3321,"331"
"309496",93,0.17,3330,"111"
"352858",32,0.17,3354,"311"
"314927",71,0.17,3359,"211"
"876030",38,0.25,3364,"331"
"229158",63,0.15,3390,"211"
"905446",7,0.25,3418,"431"
"905540",7,0.25,3418,"431"
"529067",10,0.20,3527,"421"
"904169",93,0.25,3529,"131"
"364904",93,0.18,3532,"111"
"368330",12,0.18,3540,"411"
"94252",93,0.14,3551,"111"
"379423",93,0.18,3564,"111"
"386180",93,0.18,3594,"111"
"189958",93,0.15,3603,"111"
"1012303",63,0.27,3639,"241"
"399960",93,0.18,3639,"111"
"138081",93,0.14,3658,"111"
"503744",70,0.20,3701,"221"
"154622",9,0.15,3739,"411"
"962215",32,0.26,3785,"341"
"446435",32,0.38,3788,"341"
"321233",39,0.17,3790,"311"
"818089",8,0.24,3798,"431"
"978463",63,0.26,3826,"241"
"321749",11,0.17,3826,"411"
"505327",63,0.20,3842,"221"
"573576",63,0.21,3844,"221"
"467606",14,0.19,3854,"421"
"328314",42,0.17,3857,"311"
"786905",32,0.24,3897,"331"
"792030",32,0.24,3904,"331"
"232121",93,0.15,3925,"111"
"886976",39,0.25,3946,"331"
"1034473",67,0.27,3956,"241"
"635412",63,0.22,3992,"221"
"378949",32,0.18,4022,"311"
"910107",63,0.25,4039,"231"
"693455",93,0.22,4048,"121"
"314605",32,0.17,4062,"311"
"541112",93,0.20,4087,"121"
"548483",12,0.41,4108,"441"
"400116",11,0.18,4109,"411"
"553206",73,0.41,4122,"241"
"835080",93,0.24,4131,"131"
"78279",32,0.14,4146,"311"
"79364",93,0.14,4149,"111"
"80993",63,0.14,4156,"211"
"82077",63,0.14,4160,"211"
"1032401",37,0.27,4164,"341"
"83411",32,0.14,4165,"311"
"459074",32,0.19,4165,"321"
"739144",9,0.23,4173,"431"
"87606",93,0.14,4181,"111"
"89786",32,0.14,4189,"311"
"90768",93,0.14,4192,"111"
"91513",32,0.14,4195,"311"
"388495",93,0.18,4202,"111"
"322044",43,0.17,4211,"311"
"96978",93,0.14,4216,"111"
"98388",63,0.14,4221,"211"
"99197",32,0.14,4225,"311"
"100313",62,0.14,4228,"311"
"100436",63,0.14,4228,"211"
"102871",63,0.14,4236,"211"
"103406",63,0.14,4238,"211"
"346176",32,0.17,4257,"311"
"338964",63,0.17,4261,"211"
"255440",63,0.16,4280,"211"
"610699",93,0.21,4284,"121"
"913833",39,0.25,4290,"331"
"118777",93,0.14,4291,"111"
"121958",32,0.14,4297,"311"
"123885",93,0.14,4303,"111"
"126948",32,0.14,4309,"311"
"128471",32,0.14,4313,"311"
"128761",63,0.14,4314,"211"
"1042098",8,0.27,4315,"441"
"130231",63,0.14,4318,"211"
"137465",32,0.14,4331,"311"
"139602",93,0.14,4335,"111"
"140594",93,0.14,4338,"111"
"141705",63,0.14,4342,"211"
"142674",93,0.14,4345,"111"
"142721",32,0.14,4345,"311"
"639323",63,0.22,4348,"221"
"143378",93,0.14,4349,"111"
"143325",63,0.14,4349,"211"
"145343",93,0.15,4356,"111"
"145815",32,0.15,4357,"311"
"646069",63,0.22,4361,"221"
"147521",93,0.15,4363,"111"
"648938",76,0.22,4366,"221"
"148933",93,0.15,4368,"111"
"649750",45,0.22,4369,"321"
"151517",63,0.15,4376,"211"
"235839",63,0.16,4386,"211"
"156767",32,0.15,4394,"311"
"544344",32,0.20,4394,"321"
"273846",93,0.16,4402,"111"
"159708",32,0.15,4405,"311"
"1009725",63,0.27,4412,"241"
"721254",63,0.23,4424,"231"
"1014684",7,0.27,4425,"441"
"493545",93,0.20,4425,"121"
"166649",32,0.15,4431,"311"
"371436",93,0.18,4434,"111"
"167855",63,0.15,4435,"211"
"167820",93,0.15,4435,"111"
"672659",93,0.22,4435,"121"
"672038",32,0.22,4435,"321"
"673148",32,0.22,4438,"321"
"169241",93,0.15,4439,"111"
"170124",93,0.15,4440,"111"
"170173",32,0.15,4440,"311"
"675725",93,0.22,4446,"121"
"677489",63,0.22,4451,"221"
"519880",93,0.20,4453,"121"
"174476",93,0.15,4455,"111"
"175654",93,0.15,4458,"111"
"177175",93,0.15,4464,"111"
"177919",32,0.15,4466,"311"
"180898",63,0.15,4477,"211"
"187176",32,0.15,4497,"311"
"187630",93,0.15,4499,"111"
"694618",63,0.23,4501,"231"
"694635",63,0.23,4501,"231"
"694630",93,0.23,4501,"131"
"694628",32,0.23,4501,"331"
"188932",32,0.15,4502,"311"
"190614",32,0.15,4506,"311"
"696703",93,0.23,4506,"131"
"696694",63,0.23,4506,"231"
"672067",41,0.22,4507,"321"
"697152",93,0.23,4509,"131"
"196372",63,0.15,4521,"211"
"197600",93,0.15,4525,"111"
"891803",9,0.25,4525,"431"
"198125",93,0.15,4527,"111"
"200612",93,0.15,4532,"111"
"202720",93,0.15,4538,"111"
"205242",93,0.15,4545,"111"
"206344",93,0.15,4547,"111"
"209551",32,0.15,4555,"311"
"212078",93,0.15,4559,"111"
"212348",32,0.15,4561,"311"
"720335",14,0.23,4568,"431"
"528041",63,0.20,4569,"221"
"723503",93,0.23,4577,"131"
"723504",32,0.23,4577,"331"
"725524",32,0.23,4583,"331"
"725521",63,0.23,4583,"231"
"725576",63,0.23,4583,"231"
"730130",93,0.23,4594,"131"
"220047",32,0.15,4603,"311"
"220919",32,0.15,4607,"311"
"220969",32,0.15,4607,"311"
"221924",63,0.15,4609,"211"
"353479",84,0.35,4609,"241"
"1038578",32,0.27,4616,"341"
"224037",63,0.15,4616,"211"
"224441",93,0.15,4618,"111"
"226975",93,0.15,4628,"111"
"420211",93,0.19,4630,"121"
"744002",63,0.23,4632,"231"
"230462",93,0.15,4640,"111"
"231398",93,0.15,4644,"111"
"940755",9,0.26,4650,"441"
"234059",93,0.16,4654,"111"
"234782",93,0.16,4658,"111"
"234955",32,0.16,4658,"311"
"758110",63,0.23,4671,"231"
"758290",63,0.23,4671,"231"
"242098",93,0.16,4685,"111"
"737122",41,0.23,4689,"331"
"244613",93,0.16,4696,"111"
"245270",93,0.16,4698,"111"
"245162",32,0.16,4698,"311"
"245320",32,0.16,4698,"311"
"246043",63,0.16,4700,"211"
"660260",49,0.22,4705,"321"
"773085",32,0.24,4707,"331"
"773158",32,0.24,4707,"331"
"247487",93,0.16,4708,"111"
"248448",63,0.16,4712,"211"
"250466",93,0.16,4720,"111"
"782246",93,0.24,4728,"131"
"255188",93,0.16,4738,"111"
"255612",63,0.16,4738,"211"
"791868",77,0.24,4746,"231"
"810567",93,0.24,4747,"131"
"259482",32,0.16,4753,"311"
"259231",93,0.16,4753,"111"
"259439",93,0.16,4753,"111"
"763095",41,0.23,4758,"331"
"261435",63,0.16,4761,"211"
"799285",93,0.24,4762,"131"
"264609",63,0.16,4771,"211"
"710734",72,0.23,4773,"231"
"805366",32,0.24,4774,"331"
"805377",32,0.24,4774,"331"
"804740",93,0.24,4774,"131"
"805341",63,0.24,4774,"231"
"804738",63,0.24,4774,"231"
"265471",93,0.16,4775,"111"
"806510",93,0.24,4777,"131"
"806577",63,0.24,4777,"231"
"806581",32,0.24,4777,"331"
"806616",32,0.24,4777,"331"
"808279",63,0.24,4781,"231"
"808269",93,0.24,4781,"131"
"269081",63,0.16,4788,"211"
"270267",63,0.16,4792,"211"
"270150",93,0.16,4792,"111"
"270924",93,0.16,4794,"111"
"271494",32,0.16,4794,"311"
"272115",32,0.32,4796,"341"
"272664",93,0.16,4798,"111"
"274460",63,0.16,4807,"211"
"275146",63,0.16,4809,"211"
"276013",32,0.16,4811,"311"
"822423",63,0.24,4818,"231"
"279003",32,0.16,4822,"311"
"278914",63,0.16,4822,"211"
"479661",12,0.19,4830,"421"
"828340",32,0.24,4838,"331"
"829347",16,0.24,4841,"431"
"79503",93,0.14,4843,"111"
"285654",93,0.16,4845,"111"
"287874",32,0.16,4854,"311"
"289219",63,0.16,4858,"211"
"289596",93,0.16,4860,"111"
"896188",32,0.25,4862,"331"
"506776",9,0.20,4871,"421"
"292036",93,0.16,4873,"111"
"841836",32,0.24,4876,"331"
"841711",63,0.24,4876,"231"
"841780",63,0.24,4876,"231"
"841663",93,0.24,4876,"131"
"841761",93,0.24,4876,"131"
"844698",90,0.24,4883,"231"
"293417",93,0.16,4884,"111"
"294211",32,0.16,4888,"311"
"410446",63,0.18,4889,"211"
"849481",32,0.24,4893,"331"
"372809",32,0.18,4896,"311"
"632382",11,0.22,4897,"421"
"295723",93,0.16,4899,"111"
"250951",93,0.16,4903,"111"
"764650",93,0.23,4920,"131"
"861985",32,0.25,4929,"331"
"302509",63,0.16,4946,"211"
"303249",32,0.17,4953,"311"
"870144",93,0.25,4953,"131"
"306259",93,0.17,4975,"111"
"306918",63,0.17,4980,"211"
"310137",93,0.17,5005,"111"
"894016",12,0.25,5017,"431"
"312147",63,0.17,5018,"211"
"676418",11,0.22,5022,"421"
"313852",63,0.17,5032,"211"
"870517",63,0.25,5032,"231"
"959053",63,0.26,5039,"241"
"435423",93,0.19,5052,"121"
"302830",32,0.16,5054,"311"
"318903",93,0.17,5067,"111"
"319907",32,0.17,5074,"311"
"559994",63,0.21,5076,"221"
"917442",93,0.25,5076,"131"
"563001",63,0.21,5087,"221"
"287748",63,0.16,5089,"211"
"322846",93,0.17,5091,"111"
"324041",93,0.17,5098,"111"
"324138",93,0.17,5098,"111"
"324699",32,0.17,5103,"311"
"324910",63,0.17,5103,"211"
"425401",93,0.19,5113,"121"
"592783",32,0.21,5119,"321"
"328475",32,0.17,5124,"311"
"554936",32,0.21,5128,"321"
"329336",32,0.17,5129,"311"
"514487",74,0.20,5130,"221"
"331005",93,0.17,5138,"111"
"940292",63,0.26,5144,"241"
"332381",32,0.17,5146,"311"
"436605",32,0.19,5151,"321"
"943913",93,0.26,5155,"141"
"334396",93,0.17,5158,"111"
"335216",32,0.17,5163,"311"
"777406",32,0.24,5172,"331"
"338882",32,0.17,5180,"311"
"339732",63,0.35,5182,"241"
"341491",63,0.17,5190,"211"
"342672",32,0.17,5194,"311"
"346018",32,0.17,5209,"311"
"345886",93,0.17,5209,"111"
"346736",32,0.17,5212,"311"
"347351",32,0.17,5214,"311"
"347378",93,0.17,5214,"111"
"347382",93,0.17,5214,"111"
"348621",93,0.17,5222,"111"
"351187",93,0.17,5232,"111"
"967552",93,0.26,5233,"141"
"689355",93,0.22,5235,"121"
"352241",32,0.17,5239,"311"
"352690",32,0.17,5239,"311"
"970855",63,0.26,5244,"241"
"1027463",63,0.27,5245,"241"
"972311",93,0.26,5248,"141"
"972503",93,0.26,5252,"141"
"648267",63,0.22,5259,"221"
"357356",93,0.18,5262,"111"
"383634",45,0.18,5262,"311"
"145329",32,0.15,5269,"311"
"361741",32,0.18,5282,"311"
"764511",11,0.23,5290,"431"
"507807",63,0.20,5291,"221"
"242532",63,0.16,5292,"211"
"365694",63,0.18,5300,"211"
"366474",32,0.18,5303,"311"
"392161",45,0.18,5304,"311"
"161620",48,0.15,5315,"311"
"993948",11,0.27,5317,"441"
"995923",93,0.27,5325,"141"
"995968",63,0.27,5325,"241"
"373102",63,0.18,5328,"211"
"373272",63,0.18,5328,"211"
"374241",32,0.18,5331,"311"
"516419",63,0.20,5331,"221"
"376178",32,0.18,5336,"311"
"641722",63,0.22,5336,"221"
