"customerid","recency","frequency","monetary","rfm"
"544814",32,0.20,15371,"321"
"544833",32,0.20,15371,"321"
"544941",32,0.20,15371,"321"
"544959",32,0.20,15371,"321"
"545028",32,0.20,15371,"321"
"545038",32,0.20,15371,"321"
"545063",32,0.20,15371,"321"
"545070",32,0.20,15371,"321"
"545121",32,0.20,15371,"321"
"545379",32,0.20,15371,"321"
"545408",32,0.20,15371,"321"
"545429",32,0.20,15371,"321"
"545440",32,0.20,15371,"321"
"156219",32,0.15,15373,"311"
"156139",93,0.15,15373,"111"
"156355",93,0.15,15373,"111"
"156379",93,0.15,15373,"111"
"663699",32,0.22,15373,"321"
"663732",32,0.22,15373,"321"
"663903",32,0.22,15373,"321"
"663982",32,0.22,15373,"321"
"664010",32,0.22,15373,"321"
"664014",32,0.22,15373,"321"
"664478",32,0.22,15373,"321"
"664158",63,0.22,15373,"221"
"664423",63,0.22,15373,"221"
"663661",93,0.22,15373,"121"
"664495",93,0.22,15373,"121"
"664578",93,0.22,15373,"121"
"393037",93,0.18,15374,"111"
"393060",93,0.18,15374,"111"
"393079",93,0.18,15374,"111"
"393129",93,0.18,15374,"111"
"393167",93,0.18,15374,"111"
"393224",93,0.18,15374,"111"
"393230",93,0.18,15374,"111"
"393263",93,0.18,15374,"111"
"393299",93,0.18,15374,"111"
"393303",93,0.18,15374,"111"
"393317",93,0.18,15374,"111"
"393443",93,0.18,15374,"111"
"393236",32,0.18,15374,"311"
"393304",32,0.18,15374,"311"
"393394",32,0.18,15374,"311"
"393048",63,0.18,15374,"211"
"393066",63,0.18,15374,"211"
"393118",63,0.18,15374,"211"
"393137",63,0.18,15374,"211"
"393150",63,0.18,15374,"211"
"393279",63,0.18,15374,"211"
"393401",63,0.18,15374,"211"
"783110",32,0.24,15376,"331"
"464710",63,0.19,15377,"221"
"464484",93,0.19,15377,"121"
"464573",93,0.19,15377,"121"
"288281",63,0.16,15377,"211"
"288419",63,0.16,15377,"211"
"288710",93,0.16,15377,"111"
"288573",32,0.16,15377,"311"
"288684",32,0.16,15377,"311"
"156786",93,0.15,15379,"111"
"156720",63,0.15,15379,"211"
"156903",63,0.15,15379,"211"
"156607",32,0.15,15379,"311"
"156888",32,0.15,15379,"311"
"156974",32,0.15,15379,"311"
"545477",32,0.21,15379,"321"
"545478",32,0.21,15379,"321"
"545537",32,0.21,15379,"321"
"545565",32,0.21,15379,"321"
"545676",32,0.21,15379,"321"
"545708",32,0.21,15379,"321"
"545778",32,0.21,15379,"321"
"545847",32,0.21,15379,"321"
"545965",32,0.21,15379,"321"
"546005",32,0.21,15379,"321"
"546034",32,0.21,15379,"321"
"546043",32,0.21,15379,"321"
"546066",32,0.21,15379,"321"
"546073",32,0.21,15379,"321"
"546102",32,0.21,15379,"321"
"546116",32,0.21,15379,"321"
"546134",32,0.21,15379,"321"
"546233",32,0.21,15379,"321"
"545593",63,0.21,15379,"221"
"545631",63,0.21,15379,"221"
"545640",63,0.21,15379,"221"
"545645",63,0.21,15379,"221"
"545658",63,0.21,15379,"221"
"545742",63,0.21,15379,"221"
"546002",63,0.21,15379,"221"
"546077",63,0.21,15379,"221"
"546152",63,0.21,15379,"221"
"546199",63,0.21,15379,"221"
"546210",63,0.21,15379,"221"
"546275",63,0.21,15379,"221"
"545466",93,0.21,15379,"121"
"545495",93,0.21,15379,"121"
"545527",93,0.21,15379,"121"
"545596",93,0.21,15379,"121"
"545642",93,0.21,15379,"121"
"545656",93,0.21,15379,"121"
"545707",93,0.21,15379,"121"
"545740",93,0.21,15379,"121"
"545753",93,0.21,15379,"121"
"545795",93,0.21,15379,"121"
"545972",93,0.21,15379,"121"
"545985",93,0.21,15379,"121"
"546083",93,0.21,15379,"121"
"546140",93,0.21,15379,"121"
"546204",93,0.21,15379,"121"
"546244",93,0.21,15379,"121"
"101102",93,0.14,15380,"111"
"393635",63,0.18,15382,"211"
"393722",63,0.18,15382,"211"
"393727",63,0.18,15382,"211"
"394117",63,0.18,15382,"211"
"393590",93,0.18,15382,"111"
"393780",93,0.18,15382,"111"
"393970",93,0.18,15382,"111"
"393980",93,0.18,15382,"111"
"393685",32,0.18,15382,"311"
"393899",32,0.18,15382,"311"
"393930",32,0.18,15382,"311"
"394061",32,0.18,15382,"311"
"664745",63,0.22,15382,"221"
"664810",63,0.22,15382,"221"
"664935",63,0.22,15382,"221"
"288907",63,0.16,15384,"211"
"289052",63,0.16,15384,"211"
"288921",93,0.16,15384,"111"
"157065",32,0.15,15385,"311"
"157432",32,0.15,15385,"311"
"157441",32,0.15,15385,"311"
"157479",32,0.15,15385,"311"
"157493",32,0.15,15385,"311"
"157124",93,0.15,15385,"111"
"157500",93,0.15,15385,"111"
"157438",63,0.15,15385,"211"
"157516",63,0.15,15385,"211"
"465655",63,0.19,15385,"221"
"329139",63,0.17,15386,"211"
"784077",32,0.24,15386,"331"
"546293",63,0.21,15388,"221"
"546299",63,0.21,15388,"221"
"546436",63,0.21,15388,"221"
"546456",63,0.21,15388,"221"
"546460",63,0.21,15388,"221"
"546465",63,0.21,15388,"221"
"546479",63,0.21,15388,"221"
"546500",63,0.21,15388,"221"
"546506",63,0.21,15388,"221"
"546567",63,0.21,15388,"221"
"546576",63,0.21,15388,"221"
"546617",63,0.21,15388,"221"
"546636",63,0.21,15388,"221"
"546674",63,0.21,15388,"221"
"546747",63,0.21,15388,"221"
"546886",63,0.21,15388,"221"
"546911",63,0.21,15388,"221"
"546915",63,0.21,15388,"221"
"546947",63,0.21,15388,"221"
"546978",63,0.21,15388,"221"
"547025",63,0.21,15388,"221"
"546294",93,0.21,15388,"121"
"546301",93,0.21,15388,"121"
"546314",93,0.21,15388,"121"
"546373",93,0.21,15388,"121"
"546380",93,0.21,15388,"121"
"546528",93,0.21,15388,"121"
"546578",93,0.21,15388,"121"
"546610",93,0.21,15388,"121"
"546680",93,0.21,15388,"121"
"546708",93,0.21,15388,"121"
"546718",93,0.21,15388,"121"
"546829",93,0.21,15388,"121"
"546851",93,0.21,15388,"121"
"546888",93,0.21,15388,"121"
"546917",93,0.21,15388,"121"
"547019",93,0.21,15388,"121"
"547046",93,0.21,15388,"121"
"546334",32,0.21,15388,"321"
"546403",32,0.21,15388,"321"
"546441",32,0.21,15388,"321"
"546658",32,0.21,15388,"321"
"546672",32,0.21,15388,"321"
"546710",32,0.21,15388,"321"
"546812",32,0.21,15388,"321"
"546839",32,0.21,15388,"321"
"546868",32,0.21,15388,"321"
"546989",32,0.21,15388,"321"
"547007",32,0.21,15388,"321"
"547058",32,0.21,15388,"321"
"547067",32,0.21,15388,"321"
"547098",32,0.21,15388,"321"
"394189",93,0.18,15389,"111"
"394235",93,0.18,15389,"111"
"394356",93,0.18,15389,"111"
"394398",93,0.18,15389,"111"
"394438",93,0.18,15389,"111"
"394448",93,0.18,15389,"111"
"394477",93,0.18,15389,"111"
"394546",93,0.18,15389,"111"
"394653",93,0.18,15389,"111"
"394732",93,0.18,15389,"111"
"394274",63,0.18,15389,"211"
"394533",63,0.18,15389,"211"
"394572",63,0.18,15389,"211"
"289745",32,0.16,15391,"311"
"289903",32,0.16,15391,"311"
"289703",63,0.16,15391,"211"
"289814",63,0.16,15391,"211"
"157689",93,0.15,15392,"111"
"157695",93,0.15,15392,"111"
"665056",93,0.22,15392,"121"
"329758",93,0.17,15394,"111"
"786803",93,0.24,15396,"131"
"394922",63,0.18,15397,"211"
"395256",63,0.18,15397,"211"
"394883",93,0.18,15397,"111"
"394991",93,0.18,15397,"111"
"395050",93,0.18,15397,"111"
"395146",93,0.18,15397,"111"
"395204",93,0.18,15397,"111"
"395278",93,0.18,15397,"111"
"394747",32,0.18,15397,"311"
"394996",32,0.18,15397,"311"
"395182",32,0.18,15397,"311"
"547123",63,0.21,15397,"221"
"547215",63,0.21,15397,"221"
"547223",63,0.21,15397,"221"
"547284",63,0.21,15397,"221"
"547313",63,0.21,15397,"221"
"547331",63,0.21,15397,"221"
"547392",63,0.21,15397,"221"
"547471",63,0.21,15397,"221"
"547480",63,0.21,15397,"221"
"547502",63,0.21,15397,"221"
"547503",63,0.21,15397,"221"
"547553",63,0.21,15397,"221"
"547591",63,0.21,15397,"221"
"547613",63,0.21,15397,"221"
"547157",93,0.21,15397,"121"
"547246",93,0.21,15397,"121"
"547265",93,0.21,15397,"121"
"547301",93,0.21,15397,"121"
"547333",93,0.21,15397,"121"
"547500",93,0.21,15397,"121"
"547543",93,0.21,15397,"121"
"547713",93,0.21,15397,"121"
"547754",93,0.21,15397,"121"
"547761",93,0.21,15397,"121"
"547783",93,0.21,15397,"121"
"547843",93,0.21,15397,"121"
"547871",93,0.21,15397,"121"
"547922",93,0.21,15397,"121"
"547923",93,0.21,15397,"121"
"547743",32,0.21,15397,"321"
"547775",32,0.21,15397,"321"
"547822",32,0.21,15397,"321"
"547835",32,0.21,15397,"321"
"547905",32,0.21,15397,"321"
"547945",32,0.21,15397,"321"
"547790",63,0.21,15397,"221"
"547802",63,0.21,15397,"221"
"547881",63,0.21,15397,"221"
"547888",63,0.21,15397,"221"
"547169",32,0.21,15397,"321"
"547187",32,0.21,15397,"321"
"547197",32,0.21,15397,"321"
"547201",32,0.21,15397,"321"
"547219",32,0.21,15397,"321"
"547330",32,0.21,15397,"321"
"547354",32,0.21,15397,"321"
"547427",32,0.21,15397,"321"
"547433",32,0.21,15397,"321"
"547437",32,0.21,15397,"321"
"547469",32,0.21,15397,"321"
"547525",32,0.21,15397,"321"
"547563",32,0.21,15397,"321"
"547673",32,0.21,15397,"321"
"547724",32,0.21,15397,"321"
"290092",93,0.16,15397,"111"
"290103",93,0.16,15397,"111"
"290174",93,0.16,15397,"111"
"157976",93,0.15,15398,"111"
"158158",93,0.15,15398,"111"
"158089",63,0.15,15398,"211"
"936435",32,0.26,15401,"341"
"846678",90,0.24,15402,"231"
"596846",31,0.21,15402,"421"
"158540",63,0.15,15404,"211"
"158632",63,0.15,15404,"211"
"158740",63,0.15,15404,"211"
"158432",93,0.15,15404,"111"
"158691",93,0.15,15404,"111"
"158695",93,0.15,15404,"111"
"290360",93,0.16,15404,"111"
"290537",93,0.16,15404,"111"
"290428",63,0.16,15404,"211"
"236389",93,0.16,15404,"111"
"290352",32,0.16,15404,"311"
"290413",32,0.16,15404,"311"
"547970",32,0.21,15405,"321"
"548031",32,0.21,15405,"321"
"548071",32,0.21,15405,"321"
"548086",32,0.21,15405,"321"
"548167",32,0.21,15405,"321"
"548200",32,0.21,15405,"321"
"548211",32,0.21,15405,"321"
"548221",32,0.21,15405,"321"
"548300",32,0.21,15405,"321"
"548335",32,0.21,15405,"321"
"548410",32,0.21,15405,"321"
"548518",32,0.21,15405,"321"
"548569",32,0.21,15405,"321"
"548603",32,0.21,15405,"321"
"548620",32,0.21,15405,"321"
"548676",32,0.21,15405,"321"
"547978",63,0.21,15405,"221"
"548036",63,0.21,15405,"221"
"548049",63,0.21,15405,"221"
"548068",63,0.21,15405,"221"
"548169",63,0.21,15405,"221"
"548268",63,0.21,15405,"221"
"548337",63,0.21,15405,"221"
"548444",63,0.21,15405,"221"
"548484",63,0.21,15405,"221"
"548681",63,0.21,15405,"221"
"548034",93,0.21,15405,"121"
"548080",93,0.21,15405,"121"
"548117",93,0.21,15405,"121"
"548238",93,0.21,15405,"121"
"548299",93,0.21,15405,"121"
"548423",93,0.21,15405,"121"
"548491",93,0.21,15405,"121"
"548536",93,0.21,15405,"121"
"548595",93,0.21,15405,"121"
"548605",93,0.21,15405,"121"
"548606",93,0.21,15405,"121"
"548656",93,0.21,15405,"121"
"548675",93,0.21,15405,"121"
"548685",93,0.21,15405,"121"
"395380",93,0.18,15405,"111"
"395421",93,0.18,15405,"111"
"395422",93,0.18,15405,"111"
"395491",93,0.18,15405,"111"
"395537",93,0.18,15405,"111"
"395541",93,0.18,15405,"111"
"395381",32,0.18,15405,"311"
"395441",32,0.18,15405,"311"
"395589",32,0.18,15405,"311"
"225456",93,0.15,15407,"111"
"225287",63,0.15,15407,"211"
"330690",93,0.17,15408,"111"
"330418",63,0.17,15408,"211"
"467288",32,0.19,15409,"321"
"467507",32,0.19,15409,"321"
"158845",32,0.15,15410,"311"
"159119",63,0.15,15410,"211"
"159128",63,0.15,15410,"211"
"158871",93,0.15,15410,"111"
"290580",32,0.16,15411,"311"
"290678",32,0.16,15411,"311"
"290845",32,0.16,15411,"311"
"290886",32,0.16,15411,"311"
"290607",93,0.16,15411,"111"
"290874",93,0.16,15411,"111"
"395756",93,0.18,15412,"111"
"395650",32,0.18,15412,"311"
"395739",32,0.18,15412,"311"
"395664",63,0.18,15412,"211"
"395683",63,0.18,15412,"211"
"396053",63,0.18,15412,"211"
"396122",63,0.18,15412,"211"
"396165",63,0.18,15412,"211"
"395829",32,0.18,15412,"311"
"549053",32,0.41,15414,"341"
"548694",93,0.21,15414,"121"
"548717",93,0.21,15414,"121"
"548721",93,0.21,15414,"121"
"548753",93,0.21,15414,"121"
"548791",93,0.21,15414,"121"
"548795",93,0.21,15414,"121"
"548805",93,0.21,15414,"121"
"548870",93,0.21,15414,"121"
"548952",93,0.21,15414,"121"
"549083",93,0.21,15414,"121"
"549110",93,0.21,15414,"121"
"548847",32,0.21,15414,"321"
"548853",32,0.21,15414,"321"
"548906",32,0.21,15414,"321"
"548945",32,0.21,15414,"321"
"548955",32,0.21,15414,"321"
"549100",32,0.21,15414,"321"
"549111",32,0.21,15414,"321"
"549132",32,0.21,15414,"321"
"548732",63,0.21,15414,"221"
"548896",63,0.21,15414,"221"
"549011",63,0.21,15414,"221"
"549029",63,0.21,15414,"221"
"549130",63,0.21,15414,"221"
"159280",93,0.15,15416,"111"
"159293",93,0.15,15416,"111"
"159762",32,0.15,15416,"311"
"159277",63,0.15,15416,"211"
"159396",63,0.15,15416,"211"
"159586",63,0.15,15416,"211"
"290986",93,0.16,15418,"111"
"291017",93,0.16,15418,"111"
"291175",93,0.16,15418,"111"
"291205",32,0.16,15418,"311"
"290980",63,0.16,15418,"211"
"226492",93,0.15,15420,"111"
"396358",32,0.18,15420,"311"
"396584",32,0.18,15420,"311"
"396763",32,0.18,15420,"311"
"396230",63,0.18,15420,"211"
"396280",63,0.18,15420,"211"
"396698",63,0.18,15420,"211"
"396283",93,0.18,15420,"111"
"396296",93,0.18,15420,"111"
"396615",93,0.18,15420,"111"
"396662",93,0.18,15420,"111"
"396752",93,0.18,15420,"111"
"159906",93,0.15,15423,"111"
"160199",93,0.15,15423,"111"
"159935",32,0.15,15423,"311"
"160137",32,0.15,15423,"311"
"549330",32,0.21,15423,"321"
"549441",32,0.21,15423,"321"
"549511",32,0.21,15423,"321"
"549541",32,0.21,15423,"321"
"549570",32,0.21,15423,"321"
"549580",32,0.21,15423,"321"
"549584",32,0.21,15423,"321"
"549590",32,0.21,15423,"321"
"549779",32,0.21,15423,"321"
"549789",32,0.21,15423,"321"
"549959",32,0.21,15423,"321"
"549979",32,0.21,15423,"321"
"549998",32,0.21,15423,"321"
"550009",32,0.21,15423,"321"
"550016",32,0.21,15423,"321"
"549158",63,0.21,15423,"221"
"549168",63,0.21,15423,"221"
"549298",63,0.21,15423,"221"
"549320",63,0.21,15423,"221"
"549456",63,0.21,15423,"221"
"549567",63,0.21,15423,"221"
"549588",63,0.21,15423,"221"
"549626",63,0.21,15423,"221"
"549667",63,0.21,15423,"221"
"549743",63,0.21,15423,"221"
"549757",63,0.21,15423,"221"
"549816",63,0.21,15423,"221"
"549826",63,0.21,15423,"221"
"549866",63,0.21,15423,"221"
"550002",63,0.21,15423,"221"
"549271",93,0.21,15423,"121"
"549292",93,0.21,15423,"121"
"549310",93,0.21,15423,"121"
"549339",93,0.21,15423,"121"
"549357",93,0.21,15423,"121"
"549402",93,0.21,15423,"121"
"549468",93,0.21,15423,"121"
"549490",93,0.21,15423,"121"
"549604",93,0.21,15423,"121"
"549616",93,0.21,15423,"121"
"549652",93,0.21,15423,"121"
"549727",93,0.21,15423,"121"
"549768",93,0.21,15423,"121"
"549806",93,0.21,15423,"121"
"549856",93,0.21,15423,"121"
"549857",93,0.21,15423,"121"
"549879",93,0.21,15423,"121"
"549929",93,0.21,15423,"121"
"550026",93,0.21,15423,"121"
"468638",32,0.19,15425,"321"
"468967",63,0.19,15425,"221"
"291412",93,0.16,15425,"111"
"291501",93,0.16,15425,"111"
"791867",32,0.24,15426,"331"
"397089",93,0.18,15428,"111"
"397367",93,0.18,15428,"111"
"396873",63,0.18,15428,"211"
"397026",63,0.18,15428,"211"
"397296",63,0.18,15428,"211"
"397021",32,0.18,15428,"311"
"397321",32,0.18,15428,"311"
"397332",32,0.18,15428,"311"
"160332",93,0.15,15429,"111"
"599351",32,0.21,15429,"321"
"550098",93,0.21,15431,"121"
"550106",93,0.21,15431,"121"
"550295",93,0.21,15431,"121"
"550316",93,0.21,15431,"121"
"550366",93,0.21,15431,"121"
"550381",93,0.21,15431,"121"
"550385",93,0.21,15431,"121"
"550406",93,0.21,15431,"121"
"550435",93,0.21,15431,"121"
"550473",93,0.21,15431,"121"
"550564",93,0.21,15431,"121"
"550588",93,0.21,15431,"121"
"550603",93,0.21,15431,"121"
"550622",93,0.21,15431,"121"
"550634",93,0.21,15431,"121"
"550663",93,0.21,15431,"121"
"550733",93,0.21,15431,"121"
"550821",93,0.21,15431,"121"
"550881",93,0.21,15431,"121"
"550067",32,0.21,15431,"321"
"550177",32,0.21,15431,"321"
"550256",32,0.21,15431,"321"
"550285",32,0.21,15431,"321"
"550302",32,0.21,15431,"321"
"550614",32,0.21,15431,"321"
"550701",32,0.21,15431,"321"
"550711",32,0.21,15431,"321"
"550775",32,0.21,15431,"321"
"550803",32,0.21,15431,"321"
"550085",63,0.21,15431,"221"
"550103",63,0.21,15431,"221"
"550113",63,0.21,15431,"221"
"550422",63,0.21,15431,"221"
"550455",63,0.21,15431,"221"
"550461",63,0.21,15431,"221"
"550562",63,0.21,15431,"221"
"550612",63,0.21,15431,"221"
"550659",63,0.21,15431,"221"
"550660",63,0.21,15431,"221"
"550850",63,0.21,15431,"221"
"292067",93,0.16,15432,"111"
"292077",93,0.16,15432,"111"
"291939",32,0.16,15432,"311"
"940232",93,0.26,15433,"141"
"160958",93,0.15,15435,"111"
"397497",32,0.18,15435,"311"
"397669",32,0.18,15435,"311"
"397805",32,0.18,15435,"311"
"398064",32,0.18,15435,"311"
"397494",63,0.18,15435,"211"
"397498",63,0.18,15435,"211"
"397526",63,0.18,15435,"211"
"397902",63,0.18,15435,"211"
"397931",63,0.18,15435,"211"
"397994",63,0.18,15435,"211"
"397511",93,0.18,15435,"111"
"397535",93,0.18,15435,"111"
"397654",93,0.18,15435,"111"
"397668",93,0.18,15435,"111"
"397686",93,0.18,15435,"111"
"397725",93,0.18,15435,"111"
"397776",93,0.18,15435,"111"
"397886",93,0.18,15435,"111"
"397905",93,0.18,15435,"111"
"397965",93,0.18,15435,"111"
"398044",93,0.18,15435,"111"
"793401",93,0.24,15436,"131"
"665093",32,0.22,15438,"321"
"292278",93,0.16,15439,"111"
"551003",32,0.21,15440,"321"
"551090",32,0.21,15440,"321"
"551209",32,0.21,15440,"321"
"551274",32,0.21,15440,"321"
"551281",32,0.21,15440,"321"
"551291",32,0.21,15440,"321"
"551359",32,0.21,15440,"321"
"551369",32,0.21,15440,"321"
"551388",32,0.21,15440,"321"
"551428",32,0.21,15440,"321"
"551457",32,0.21,15440,"321"
"551470",32,0.21,15440,"321"
"551479",32,0.21,15440,"321"
"551656",32,0.21,15440,"321"
"550890",63,0.21,15440,"221"
"550948",63,0.21,15440,"221"
"550957",63,0.21,15440,"221"
"550969",63,0.21,15440,"221"
"551045",63,0.21,15440,"221"
"551058",63,0.21,15440,"221"
"551059",63,0.21,15440,"221"
"551127",63,0.21,15440,"221"
"551137",63,0.21,15440,"221"
"551156",63,0.21,15440,"221"
"551285",63,0.21,15440,"221"
"551335",63,0.21,15440,"221"
"551346",63,0.21,15440,"221"
"551396",63,0.21,15440,"221"
"551582",63,0.21,15440,"221"
"551596",63,0.21,15440,"221"
"551683",63,0.21,15440,"221"
"551703",63,0.21,15440,"221"
"550932",93,0.21,15440,"121"
"551029",93,0.21,15440,"121"
"551075",93,0.21,15440,"121"
"551150",93,0.21,15440,"121"
"551161",93,0.21,15440,"121"
"551162",93,0.21,15440,"121"
"551211",93,0.21,15440,"121"
"551219",93,0.21,15440,"121"
"551298",93,0.21,15440,"121"
"551386",93,0.21,15440,"121"
"551409",93,0.21,15440,"121"
"551506",93,0.21,15440,"121"
"551511",93,0.21,15440,"121"
"551531",93,0.21,15440,"121"
"551556",93,0.21,15440,"121"
"551645",93,0.21,15440,"121"
"551649",93,0.21,15440,"121"
"551658",93,0.21,15440,"121"
"551714",93,0.21,15440,"121"
"160987",63,0.15,15441,"211"
"160983",93,0.15,15441,"111"
"161325",93,0.15,15441,"111"
"161107",32,0.15,15441,"311"
"161117",32,0.15,15441,"311"
"398151",93,0.18,15443,"111"
"398312",93,0.18,15443,"111"
"398414",93,0.18,15443,"111"
"398429",93,0.18,15443,"111"
"398541",93,0.18,15443,"111"
"398642",93,0.18,15443,"111"
"398682",93,0.18,15443,"111"
"398259",63,0.18,15443,"211"
"398449",63,0.18,15443,"211"
"398658",63,0.18,15443,"211"
"398715",63,0.18,15443,"211"
"398179",32,0.18,15443,"311"
"398304",32,0.18,15443,"311"
"398352",32,0.18,15443,"311"
"398403",32,0.18,15443,"311"
"398621",32,0.18,15443,"311"
"332696",93,0.17,15444,"111"
"404644",93,0.18,15445,"111"
"228683",63,0.15,15446,"211"
"228721",93,0.15,15446,"111"
"794186",32,0.24,15446,"331"
"161701",93,0.15,15447,"111"
"161813",63,0.15,15447,"211"
"665194",93,0.22,15447,"121"
"665223",93,0.22,15447,"121"
"551743",93,0.21,15449,"121"
"551757",93,0.21,15449,"121"
"551761",93,0.21,15449,"121"
"551811",93,0.21,15449,"121"
"551845",93,0.21,15449,"121"
"551868",93,0.21,15449,"121"
"551899",93,0.21,15449,"121"
"551927",93,0.21,15449,"121"
"551952",93,0.21,15449,"121"
"551960",93,0.21,15449,"121"
"552006",93,0.21,15449,"121"
"552035",93,0.21,15449,"121"
"552044",93,0.21,15449,"121"
"552053",93,0.21,15449,"121"
"552099",93,0.21,15449,"121"
"552106",93,0.21,15449,"121"
"552113",93,0.21,15449,"121"
"552155",93,0.21,15449,"121"
"552446",93,0.21,15449,"121"
"552498",93,0.21,15449,"121"
"551735",32,0.21,15449,"321"
"551739",32,0.21,15449,"321"
"551846",32,0.21,15449,"321"
"551906",32,0.21,15449,"321"
"551915",32,0.21,15449,"321"
"552013",32,0.21,15449,"321"
"552057",32,0.21,15449,"321"
"552064",32,0.21,15449,"321"
"552086",32,0.21,15449,"321"
"552115",32,0.21,15449,"321"
"552160",32,0.21,15449,"321"
"552165",32,0.21,15449,"321"
"552183",32,0.21,15449,"321"
"552222",32,0.21,15449,"321"
"552333",32,0.21,15449,"321"
"552491",32,0.21,15449,"321"
"551763",63,0.21,15449,"221"
"551785",63,0.21,15449,"221"
"551805",63,0.21,15449,"221"
"551855",63,0.21,15449,"221"
"551884",63,0.21,15449,"221"
"551971",63,0.21,15449,"221"
"551972",63,0.21,15449,"221"
"551993",63,0.21,15449,"221"
"552040",63,0.21,15449,"221"
"552161",63,0.21,15449,"221"
"552162",63,0.21,15449,"221"
"552190",63,0.21,15449,"221"
"552202",63,0.21,15449,"221"
"552392",63,0.21,15449,"221"
"552430",63,0.21,15449,"221"
"552458",63,0.21,15449,"221"
"398907",93,0.18,15451,"111"
"398985",93,0.18,15451,"111"
"399083",93,0.18,15451,"111"
"399178",93,0.18,15451,"111"
"399179",93,0.18,15451,"111"
"399221",93,0.18,15451,"111"
"399112",63,0.18,15451,"211"
"399214",63,0.18,15451,"211"
"399273",63,0.18,15451,"211"
"398948",32,0.18,15451,"311"
"399079",32,0.18,15451,"311"
"399176",32,0.18,15451,"311"
"399259",32,0.18,15451,"311"
"292669",93,0.16,15452,"111"
"292682",93,0.16,15452,"111"
"228908",32,0.15,15453,"311"
"162286",63,0.15,15454,"211"
"552573",32,0.21,15457,"321"
"552731",32,0.21,15457,"321"
"552749",32,0.21,15457,"321"
"552773",32,0.21,15457,"321"
"552870",32,0.21,15457,"321"
"553041",32,0.21,15457,"321"
"553083",32,0.21,15457,"321"
"553103",32,0.21,15457,"321"
"553160",32,0.21,15457,"321"
"553214",32,0.21,15457,"321"
"553239",32,0.21,15457,"321"
"553360",32,0.21,15457,"321"
"552722",63,0.21,15457,"221"
"552815",63,0.21,15457,"221"
"552894",63,0.21,15457,"221"
"552898",63,0.21,15457,"221"
"553143",63,0.21,15457,"221"
"553254",63,0.21,15457,"221"
"553305",63,0.21,15457,"221"
"553340",63,0.21,15457,"221"
"553343",63,0.21,15457,"221"
"553358",63,0.21,15457,"221"
"552711",93,0.21,15457,"121"
"552781",93,0.21,15457,"121"
"552785",93,0.21,15457,"121"
"552790",93,0.21,15457,"121"
"552890",93,0.21,15457,"121"
"552892",93,0.21,15457,"121"
"552897",93,0.21,15457,"121"
"552951",93,0.21,15457,"121"
"552966",93,0.21,15457,"121"
"552989",93,0.21,15457,"121"
"553001",93,0.21,15457,"121"
"553008",93,0.21,15457,"121"
"553216",93,0.21,15457,"121"
"553332",93,0.21,15457,"121"
"553346",93,0.21,15457,"121"
"665829",93,0.22,15457,"121"
"665854",93,0.22,15457,"121"
"666051",93,0.22,15457,"121"
"666087",93,0.22,15457,"121"
"665394",32,0.22,15457,"321"
"665502",32,0.22,15457,"321"
"665548",32,0.22,15457,"321"
"665672",32,0.22,15457,"321"
"665754",32,0.22,15457,"321"
"665627",63,0.22,15457,"221"
"665959",63,0.22,15457,"221"
"666021",63,0.22,15457,"221"
"471270",63,0.19,15458,"221"
"471419",93,0.19,15458,"121"
"471573",93,0.19,15458,"121"
"471484",32,0.19,15458,"321"
"399459",32,0.18,15458,"311"
"399466",32,0.18,15458,"311"
"399495",32,0.18,15458,"311"
"399316",63,0.18,15458,"211"
"399413",63,0.18,15458,"211"
"399434",63,0.18,15458,"211"
"399567",63,0.18,15458,"211"
"293141",93,0.16,15459,"111"
"292994",63,0.16,15459,"211"
"293171",32,0.16,15459,"311"
"162643",63,0.15,15460,"211"
"162744",63,0.15,15460,"211"
"162707",32,0.15,15460,"311"
"162818",32,0.15,15460,"311"
"162716",93,0.15,15460,"111"
"162886",93,0.15,15460,"111"
"162915",93,0.15,15460,"111"
"241288",32,0.16,15463,"311"
"916848",32,0.25,15464,"331"
"399710",63,0.18,15466,"211"
"400150",63,0.18,15466,"211"
"399771",32,0.18,15466,"311"
"400173",32,0.18,15466,"311"
"399647",93,0.18,15466,"111"
"399674",93,0.18,15466,"111"
"399731",93,0.18,15466,"111"
"399824",93,0.18,15466,"111"
"400156",93,0.18,15466,"111"
"554069",93,0.21,15466,"121"
"554082",93,0.21,15466,"121"
"554166",93,0.21,15466,"121"
"666749",63,0.22,15466,"221"
"666277",93,0.22,15466,"121"
"666515",93,0.22,15466,"121"
"666302",32,0.22,15466,"321"
"666391",32,0.22,15466,"321"
"666419",32,0.22,15466,"321"
"666627",32,0.22,15466,"321"
"666965",32,0.22,15466,"321"
"553382",32,0.21,15466,"321"
"553448",32,0.21,15466,"321"
"553526",32,0.21,15466,"321"
"553637",32,0.21,15466,"321"
"553666",32,0.21,15466,"321"
"553745",32,0.21,15466,"321"
"553764",32,0.21,15466,"321"
"553787",32,0.21,15466,"321"
"554173",32,0.21,15466,"321"
"554191",32,0.21,15466,"321"
"553372",63,0.21,15466,"221"
"553494",63,0.21,15466,"221"
"553523",63,0.21,15466,"221"
"553543",63,0.21,15466,"221"
"553627",63,0.21,15466,"221"
"553640",63,0.21,15466,"221"
"553684",63,0.21,15466,"221"
"553690",63,0.21,15466,"221"
